:START_ID(Document),:END_ID(Organization),:TYPE
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-05-01,the University of Illinois Library,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,Arabella,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,Attendees,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,Beyond Access,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,Chicago Public Library,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,Global Libraries,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,IMLS,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,Mortenson Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,Mortenson Center Advisory Committee,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,Nazarbayev University,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,Studio 2D,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,The Bill & Melinda Gates Foundation,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,The Mortenson Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,The Mortenson Center Summer Associate,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,the American Library Association,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,the BA Conference,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,the Geological Librarian Society,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,the Mortenson Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,the Mortenson Center’s,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-12-07,the Open Society Institute,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,Abu Dhabi,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,Arabella,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,Associates,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,Big Data,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,Centers,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,Committee,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,IAS,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,IPS,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,Knight,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,LinkedIn,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,Mortenson Center Advisory Committee,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,NIT,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,New Financial Resources,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,RMBL,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,Search Committee Update,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,Silchar,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,The Mortenson Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,University,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,University’s,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,the College of Education,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,the Mellon Foundation,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,the Mortenson Center’s,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,the U of I. Caroline Szylowicz,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2014-09-23,the foreign language department,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,ALA,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Asylum Seekers and Refugees,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,"Center for Global Studies,",MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,ChaiWai,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Community-Library Inter-Action,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Guatemalan Struggle,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,IFLA,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Lecture,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Minitalks,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Mortenson,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Mortenson Center Advisory Committee,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Naseej Academy,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Partnerships/Training (University of Pretoria,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Project Welcome,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Project Welcome Quick Guide,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Rebeca,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,SILL,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Senate,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Sierra Leone,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,The Mortenston Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,The University of Pretoria,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,University of Costa Rica,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,University of Illinois Library,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Yoo-Seong Song Minutes I. Welcome and Introductions Clara,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,c. Professional Development Programs,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,iSchool,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,the Associates Programs,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,the Center for Latin American Studies,MENTIONS
